text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
" Блин, вот кто минус поставил? За что? Не ""за что"", а ""потому что"". Это же портал для инвалидов. А кто сказал, что здесь нет инвалидов головного мозга? Ща плюс поставлю, поправим статистику.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Аппарели ну никак не устраивают. Ну ладно там инвалида-колясочника у магазина днем с огнем не сыщешь, специально караулить надо, а работа по ""созиданию"" пандуса стоит",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" с детства отличаются от других инвалидов тех, которые не с детства.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Основная проблема в том, что инвалиды не могут выдержать 'реальную нагрузку'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" • Доступность мобильных коммуникационных устройств для людей с инвалидсностью – Аксель Леблуа, Директор-распорядитель «Глобальной инициативы за инклюзивные ИКТ» GNUMBERt, Атланта, США",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Интернатские здоровые отличаются от неинтернатских здоровых. Так почему же интернатские инвалиды не должны отличаться от неинтернатских инвалидов??,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" И через конституционный суд добиться не  руб., а полной зарплаты раз уход за инвалидом - это основная работа! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Где и кого он защитил? Бильярд это хобби, а с полезными навыками нужными для жизни инвалида как обстоят дела? Рад за его терьера. У меня кот Мавр беспородный есть. И что я тоже достоин быть в Общественном совете? Как-то не уверен. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Федеральным законом от NUMBER июля  года N -ФЗ ""О государственной социальной помощи"" предусмотрены категории граждан, имеющих право на получение государственной социальной помощи в виде набора социальных услуг, в том числе инвалиды. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
А нам инвалидам доверия нет мы ведь все халявные хапуги.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMBER декабря в мире отмечается Международный день инвалидов.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
- здоровый ИП вдруг стал инвалидом I группы  ....!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMBER.NUMBER.NUMBER.NUMBER Дискуссионная площадка на тему «Социальный туризм для людей с инвалидностью»,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ваша базовая трудовая пенсия по инвалидности NUMBER группы -  рублей NUMBER копеек в месяц,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ответ для Этлайн: А санаторий в Подмосковье - это с целью сэкономить на инвалидах, чтобы больше оставалось на премии чиновникам. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Одно дело художественные фильмы. В них конечно играть инвалидов должны здоровые актеры.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Вот этот прыжок через три ступеньки под силу не каждому инвалиду. Неслучайно поэтому более половины людей, имеющих сходные проблемы со здоровьем, предпочли бы не идти в незнакомый ресторан или вообще остались бы дома. &#;&#;&#;",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" И только здоровые не знают, как общаться с инвалидами?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
На самом деле инвалидность - это как цвет волос. K:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" как у этих же инвалидов управы отбирают законно оформленные гаражи,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" это так внутри, плохо не видно справа, где и есть место для инвалидов. Наверное надо с камерой погулять, может повезет заснять весь механизи.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Определённым категориям людей с ними проще жить, чем просто спросить: что случилось?  и не придумывать всякие небылицы или были, связанные с инвалидностью. Исправлено: жанна NUMBER янв.  NUMBER:NUMBER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"В ведомстве считают, что отсутствие постоянной регистрации — не препятствие для получения социального пособия по инвалидности ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Может у меня друзья действительно хорошие, или сама я не ощущаю себя инвалидомхотя и не хожу,но не было у меня подобных проблем.Видимо,везет пока.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Здравствуйте! NUMBER июля  в NUMBER часов по адресу: Большой патриарший переулок, дом NUMBER состоится встреча общества инвалидов Союза «Веста». Темы:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMBER-я группа инвалидности - диапазон процентов УПТ NUMBER-%.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Указ Президента РФ от NUMBER февраля  г. N  ""О ежемесячных выплатах лицам, осуществляющим уход за детьми-инвалидами и инвалидами с детства I группы"" с изменениями и дополнениями ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Волына не выход. И перо не выход, и пугачи всякие. В своем раене знать должны и не в авторитете дело, просто обижать инвалида - это очень плохо, ну очень это не хорошо. А в других местах все от человека зависит.. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" а может вы только инвалидом можете придти к Нему, а здоровым вам было бы не до Него",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" какая вообще разница инвалид ты или нет? на самом деле для окружающих никакой. но есть разница какой ты человек: обязательный или нет, жизнерадостный или угрюмый и молчаливый, и т.п. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Да ладно, это был образ среднестатистического инвалида в России или Питере",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
С завтрашнего дня начинаю обзвон обществ инвалидов,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Я имела ввиду вообще другое на сколько вам известно сейчас высокая пассивность молодых людей в целом как инвалидов так и не инвалидов так вот если у нас не будет с этим проблем так как у нас есть ресурс КИТА на крайняк,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  как, на самом деле, унизительно жить инвалиду в Петербурге. онлайн видео:Зарегистрируйтесь, чтобы смотреть видеоили войдите",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  каналах. ""Канал для инвалидов объединил вокруг себя людей, заинтересованных в грамотном освещении ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" , просто хотела поинтересоваться у тех кто получает сколько платят после NUMBER января инвалидом NUMBER группы   руб. и всё. но я с NUMBER лет на инвалидности,а в NUMBER лет дали NUMBER группу.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  А... Да, Ксеня. Помню, были какие-то соревнования или рекламный показ инватехники. И что кто-то из инвалидов разбился. Было дело  Счастье:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Таким отношениям мешает то что у нас в стране инвалидов избегают не только простые люди, но и сами инвалиды ищут только здоровых и не всегда находят принца, иногда наоборот да среди них тоже бывают м""д*. Исправлено:  NUMBER окт.  NUMBER:NUMBER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMBER-ый гос. канал решил геноцид над инвалидами учинить? Это теперь новая политика государства? Исправлено: Яна NUMBER янв.  NUMBER:NUMBER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Теперь уже ДЕТИ должны помогать родителям, какой бы семья не была - с двумя инвалидами, тремя или без них. И чем я должна помогать моему отцу по-Вашему? Gyz:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Выложите просто фото, хорошее, где не будет видно инвалидности.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Интересно, а кто еще может помочь инвалиду в наше время? Заботящееся о нас правительство?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Интересно,а что есть ""полный инвалид"" и кто есть ""полностью здоровый""? Это как вообще?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Михас в NUMBER-км от Торемолиноса. Запомнился штрафом в  эуро за парковку с нашим желтым знаком инвалида онлайн видео:Зарегистрируйтесь, чтобы смотреть видеоили войдите",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" • Новые подходы к проектированию жилых домов в г. Екатеринбурге с целью обеспечения их доступности для маломобильных групп населения. – Елена Леонтьева, член Совета по делам инвалидов при Губернаторе Свердловской области, Екатеринбург;",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Читала в Фейсбуке эту новость, жуть конечно... Не знаю, мне кажется, у нас в Москве как-то лояльнее к инвалидам относятся. Мне хочется в это верить.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" В индивидуальной программе реабилитации инвалида, выданной ДД.ММ.ГГГГ и разработанной бессрочно указано, что по заявлению КЭК Воронову А.Н. необходимо санаторно-курортное лечение на NUMBER дня с сопровождающим. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Вопрос не в ""заразности"" инвалидности, а в том, что будет потом, когда не станет родителей... И вопрос этот очень серьёзный и очень трудный.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Вот по поводу искусства рассуждать сложнее - не понимаю я восхищением искусством ИНВАЛИДОВ. На мой взгляд искусство не может зависеть от автора.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Но мы же обращались! Оформляли пенсию досрочную,т.к. ребёнок инвалид, документы все собирали, в том числе и свидетельства о рождении несовершеннолетних на тот момент детей.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  С NUMBER-ти лет и инвалидам NUMBER группы компенсация оформляется без заключения ЛПУ, т.к. нуждаемость в постороннем уходе для этих двух категорий граждан подразумевается по умолчанию в силу возраста и состояния здоровья.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Региональной общественной благотворительной организации инвалидов – ПараАртийского Центра ""Иван да Марья"" объявила социально-значимый конкурс.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
т.е. снова лоично приходим к требованию халявы со стороны инвалида...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Организаторы брали с собой стулья для мытья инвалидов. То есть это был стул на колесиках, который по ширине вписывался в дверной проем санузла? А там - как и тебя - человека мыли над унитазом?   Лаванда:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Вопрос не о том, чего не должно быть, а что должно, а о том, что все должно быть строго в рамках закона, в первую очередь Пенсионного кодекса и Закона об инвалидах.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ЕСли таково состояние здоровья. то наверное можно оформить пенсию по инвалидности? На каком основании вынесена формулировка об увольнении по причине здоровья?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Догадываетесь, что, разочаровав Вас, сделав больно, он взялся немедленно за следующую девушку, которая даже более уязвима во многих моментах  тоже инвалид , чем Вы сами, теперь он и ей прокручивает то же самое динамо, что еще совсем недавно Вам….",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Говорить, что другим пофиг.. Да нет, не пофиг. Действительно и общение может подчас развалиться.  Только потом оно каким-то скомканным получается, это общение, когда узнают об инвалидности.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Они теперь ищут зацепки, пожарников и прочих... У нас НПП стоя в Оперном театре и аэропорту Толмачево, а у инвалидов в подъездах никогда не ставили  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Где в Санкт-Петербурге инвалиды могут познакомиться в реале, а не в интернете? Существуют ли специальные клубы? Адрес?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" И почему гербарием можно любоваться, а инвалидом-танцором нельзя?   Ms:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  в браке с здоровым человеком трудностей намного больше чем с инвалидом, но они другие... А у Вас уже был брак со здоровым в то время, как у Вас инвалидность? At:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Департамент по делам инвалидов Минздравсоцразвития России на своём уровне подразделяет все барьеры, которые мешают инвалидам нормально жить, на три группы. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" все пенсионеры и инвалиды ДОЛЖНЫ перебраться в Москву, на ПМЖ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Действительно нет стоянок для авто с инвалидским знаком,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ещё раз прошу прощения за разбитую хрустальную мечту - о всегда существовавшем американском рае для инвалидов.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" А вообще инвалидность- это некая субкультура, на подобии эмо.  Исправлено: мариночка NUMBER нояб.  NUMBER:NUMBER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Хотел найти, когда же в России проходил Год инвалида, пока не нашёл. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  •NUMBER.NUMBER-NUMBER.NUMBER «Повышение профессионального уровня социальных работников, занимающихся проблемами интеграции инвалидов»,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" у меня пенсия по инвалидности, доплат нет, только рассчитана от среднего заработка и все, такая же и у тестя щахтера ,но он не инвалид",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" тему не читал, но возник вопрос - зачем какой то стране чужие инвалиды?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Гораздо хуже, если наши родители каким-то образом против этих встреч и считают, что инвалиду о любви со здоровым даже думать не стоит. Встречаются иногда такие родители, увы. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Если вы не можете заработать,из-за инвалидности, взяли кредит, - а вам детей нужно собрать в школу - вы порог вылижете перед пенсией",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"А ежели серьезно - то инвалидность сексу не помеха... А если оба инвалида - особенно спинальники, да с фантазией - можно только позавидовать такому",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Порядок растраченых таким образом сумм известен, как и известно, что на эти деньги можно создать NUMBER-NUMBER дистантных рабочих места для ""тяжелых"" инвалидов, в том числе и в самой мэрии и/или/ в подчиненных ей структурах.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Из почты админа:  Приглашаем дам с инвалидностью принять участие в Конкурсе красоты «Миссис Независимость – ». Прием заявок – до NUMBER октября  года.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Я от соцпакета не отказывалась,а вот ЕДВ,как ,наверное,и у всех инвалидов NUMBER гр . составляет, с его апрельским повышением, руб. NUMBER коп. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Во-первых, включение себя в активную общественную жизнь посредством местных волонтёрских организаций, организаций инвалидов и прочих подобных структур; что подразумевается под этой ""активной общественной жизнью""?  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" По достижению пенсионного возраста пенсия по инвалидности не выплачивается, а платиться трудовая пенсияЕДВ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  как вы считаете, стоит ли предлагать инвалиду помощь, если он ее не просит, что его обижает или, наоборот, радует в отношении окружающих, что, по-вашему, нужно делать, чтобы исчез стереотип «мы» и «они» и т.п",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Мужчина передвигался в инвалидной коляске, однако у службы безопасности воздушной гавани ""нет уверенности, что он действительно был инвалидом"". Чтобы увидеть ссылкузарегистрируйтесь или войдите",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" а трудовая - я думала если человек был здоровый, работал, потом заболел и стал инвалидом.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Просто постоянно невольно сравниваешь прошлую здоровую жизнь и настоящую,с которой очень трудно смириться. Я считаю,что больщая психологическая разница между больными с детства и вчера еще здоровыми дюдьми.Хотя у меня не травма,а заболевание.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Корейцы объяснили помощь акупунктуры после травмы позвоночника Чтобы увидеть ссылкузарегистрируйтесь или войдите,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" И постоянно твердил мне, что я никогда не встану, что с такими травмами не встают, и зря я вообще занимаюсь, и что надо все эти глупости бросить и начать думать о семье, о детях и о муже.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMBER. Інваліди з наслідками травм і захворюваннями хребта та,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Меня вот тоже интересует вопрос, неужели сейчас всем по NUMBER дней будут давать? И какие заболевания они считают заболеваниями и последствиями травм спинного и головного мозга? Может у кого то есть опыт получения путевки, поделитесь пожалуйста.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Что касается травма или нет то такой вопрос относится скорее как проявление интереса к вашей персоне и кк правило служит аналогом вопроса, есть ли шанс выздоровить, собственно на этот вопрос я и отвечал раньше... ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Татьяне перестала ходить в NUMBER лет из-за травмы позвоночника, тем ни менее смогла себя реализовать. Она делает аксессуары ручной работы и учит творчеству детей с особенностями развития. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Моя свекровь после травмы мне сказала:""Мужу нужна здоровая жена"", вот и вся правда жизни, вот и все надежды, вот и думай к чему надо стремиться.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"  Это сказки, с его травмой это не возможно. зачем взрослым дядям и тетям возрастом овер NUMBER годков- сопровождающий",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Инвалиды труда, получившие тяжелые травмы на производстве, смогли преодолеть трудности, освоить новые профессии и стать победителями спортивных соревнований",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ввиду травмы Руни считаю,что Интер главный претендент на победу в этом турнире.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Вот это прогресс востановления после травмы!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" согласен со Sy - Анапа в сезон, отличный отдых, если не тяжелая травма.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" У нас с Вами одинаковый диагноз. Вы хотите сказать надо ответить коротко: ""Родовая травма"", и не вдаваться не в какие подробности?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" Скорее всего по ней каток всё же проехался, имея такие травмы ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
да я получил травму в колхозе а этого предприятия давно нет он банкрот это мне не подходить,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Отмечу что сам Крис бывший профи видеосъемок т.к. до травмы был профессиональным оператором в команде парашютистов.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" - Главным человеком, который вернул меня к жизни, стала моя жена Лена, - благодарит Роман супругу. - Я после травмы замкнулся, стал нелюдимым, но она постоянно устраивает для меня сюрпризы, мы вместе общаемся с нашими друзьями.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Предлагают путевку в санаторий «Нехама». Кто-то из колясочников был там? Насколько доступна для коляски доступная среда, есть ли специалисты по лечению последствий травм спинного мозга?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
" втратили здоров'я внаслідок захворювання, травм та уроджених",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Нужно иметь копии записей в амбулаторной карте обо всех посещениях травмпункта. Дольше лечение – больше страданий.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
